摘要,事务密钥,事务ID,事务类型,状态,项目键,项目名称,项目类型,项目负责人,项目主管 ID,项目描述,优先级,解决方案,经办人,经办人 ID,报告人,报告人 ID,创建者,创建者 ID,已创建,已更新,最近查看过的,已解决,截止日期,表决,标签,描述,环境,管理关注列表,管理关注列表,管理关注列表,关注者 ID,关注者 ID,关注者 ID,登记工作日志,登记工作日志,原始预估,剩余估计量,所用时间,工作量比率,初始预估时间总计,Σ 剩余估计量,总耗费时间,安全级别,附件,附件,附件,附件,附件,附件,自定义字段 (Actual Result),自定义字段 (Affected Version),自定义字段 (Affected services),自定义字段 (Affects Versions),自定义字段 (Approvals),自定义字段 (Asset type),自定义字段 (Atlassian 项目),自定义字段 (Atlassian 项目状态),自定义字段 (BOM Name),自定义字段 (BOM name and version),自定义字段 (Bug Fix Point),自定义字段 (Category),自定义字段 (Client),自定义字段 (Customer Name),自定义字段 (Design Completion Date),自定义字段 (Device),自定义字段 (End Date),自定义字段 (Epic Color),自定义字段 (Epic Name),自定义字段 (Epic Status),自定义字段 (Expected Due Date),自定义字段 (Expected Result),自定义字段 (Feasibility Completion Date),自定义字段 (Fix Versions),自定义字段 (Issue color),自定义字段 (Locked forms),自定义字段 (Open forms),自定义字段 (Pain Point ),自定义字段 (Priority),自定义字段 (Prod Approved By),自定义字段 (Production Completion Date),自定义字段 (Production Only),自定义字段 (Production Status),自定义字段 (Project),自定义字段 (Project overview key),自定义字段 (Project overview status),自定义字段 (R&D completion time),自定义字段 (Rank),自定义字段 (Reference),自定义字段 (Reproduction),自定义字段 (Request Type),自定义字段 (Request language),自定义字段 (Request participants),自定义字段 (Resolution),自定义字段 (Resolver),自定义字段 (Resolver),自定义字段 (Resolver)ID,自定义字段 (Resolver),满意度评级,自定义字段 (Satisfaction date),自定义字段 (Scheduled Completion Date),自定义字段 (Sentiment),自定义字段 (Solution),自定义字段 (Solution Approach),自定义字段 (Staging Approved By),自定义字段 (Staging Completion Date),自定义字段 (Staging Status),自定义字段 (Start date),自定义字段 (Story Points),自定义字段 (Story point estimate),自定义字段 (Story point estimate),自定义字段 (Story point estimate),自定义字段 (Submitted forms),自定义字段 (Tag),自定义字段 (Target Completion Date),自定义字段 (Target Timeline),自定义字段 (Target end),自定义字段 (Target start),自定义字段 (Task Point),自定义字段 (Task Point),自定义字段 (Task Point),自定义字段 (Team),自定义字段 (Time to first response),自定义字段 (Time to resolution),自定义字段 (Total forms),自定义字段 (Trade Show Date),自定义字段 (Version),自定义字段 (Version Type),自定义字段 (Vulnerability),自定义字段 (Workflow Needed),自定义字段 ([CHART] Date of First Response),自定义字段 ([CHART] Time in Status),自定义字段 (development),自定义字段 (交付状态),自定义字段 (交付进度),自定义字段 (产品需求状态),自定义字段 (产品需求状态),自定义字段 (产品需求状态),自定义字段 (优先级),自定义字段 (修复版本),自定义字段 (修复版本),自定义字段 (修复版本),自定义字段 (修复版本),自定义字段 (修复版本),自定义字段 (修复版本),自定义字段 (修复版本),自定义字段 (修复版本),自定义字段 (修复版本),自定义字段 (修复版本),自定义字段 (修复版本),自定义字段 (修复版本),自定义字段 (修复版本),自定义字段 (值),自定义字段 (工作类别),自定义字段 (工作量),自定义字段 (已链接的项目),自定义字段 (影响),自定义字段 (影响分数),自定义字段 (影响版本),自定义字段 (影响版本),自定义字段 (影响版本),自定义字段 (影响版本),自定义字段 (影响版本),自定义字段 (影响版本),自定义字段 (影响版本),自定义字段 (影响版本),自定义字段 (影响版本),自定义字段 (影响版本),自定义字段 (影响版本),自定义字段 (影响版本),自定义字段 (影响版本),自定义字段 (影响版本),自定义字段 (微软),自定义字段 (想法已归档),自定义字段 (想法归档时间),自定义字段 (想法的简短描述),自定义字段 (截至日期),自定义字段 (报告人),自定义字段 (报告人)ID,自定义字段 (提测时间),自定义字段 (文档),自定义字段 (时间跟踪),自定义字段 (时间跟踪),自定义字段 (洞察信息),自定义字段 (环境),自定义字段 (环境),自定义字段 (环境),自定义字段 (目标),自定义字段 (类别),自定义字段 (置信度),自定义字段 (规格准备就绪),自定义字段 (设计准备就绪),自定义字段 (评论),自定义字段 (路线图),自定义字段 (重点领域),自定义字段 (项目),自定义字段 (项目开始),自定义字段 (项目目标),自定义字段 (预算),评论,评论,评论,评论,评论,父项,父项关键字,Parent summary,状态类别,状态类别已更改
Remote Display PCB 投板,DC320-97,43000,子任务,CLOSED已关闭,DC320,AcuDC-320,business,Yanwen Wang,712020:8b826984-d86c-4a33-a641-251511cda1da,,Medium,完成,Yan Li,712020:9b0c3ba0-c41e-41b1-8cdb-da7c2fe260df,Yan Li,712020:9b0c3ba0-c41e-41b1-8cdb-da7c2fe260df,Yan Li,712020:9b0c3ba0-c41e-41b1-8cdb-da7c2fe260df,19/十月/25 10:56 下午,04/十一月/25 5:03 上午,,04/十一月/25 5:03 上午,03/十一月/25 12:00 上午,0,,,,Yan Li,,,712020:9b0c3ba0-c41e-41b1-8cdb-da7c2fe260df,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@540d865e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i03w89:,,,,,,,,,,,,,,,,,,,,03/十一月/25 12:00 上午,,,,,,,,,,,,,,,,,,,,,,,,11679_*:*_1_*:*_978359560_*|*_11680_*:*_1_*:*_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/十一月/25 7:35 下午;712020:9b0c3ba0-c41e-41b1-8cdb-da7c2fe260df;1.今日完成投板,,,,,36585,DC320-1,硬件设计 Hardware design,完成,04/十一月/25 5:03 上午
Remote Display PCB 制板,DC320-98,43001,子任务,CLOSED已关闭,DC320,AcuDC-320,business,Yanwen Wang,712020:8b826984-d86c-4a33-a641-251511cda1da,,Medium,完成,Yan Li,712020:9b0c3ba0-c41e-41b1-8cdb-da7c2fe260df,Yan Li,712020:9b0c3ba0-c41e-41b1-8cdb-da7c2fe260df,Yan Li,712020:9b0c3ba0-c41e-41b1-8cdb-da7c2fe260df,19/十月/25 10:56 下午,13/十一月/25 7:54 下午,,13/十一月/25 7:54 下午,11/十一月/25 12:00 上午,0,,,,Yan Li,,,712020:9b0c3ba0-c41e-41b1-8cdb-da7c2fe260df,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@5a430e29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i03w8h:,,,,,,,,,,,,,,,,,,,,04/十一月/25 12:00 上午,,,,,,,,,,,,,,,,,,,,,,,,11679_*:*_1_*:*_2152641944_*|*_11681_*:*_1_*:*_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36585,DC320-1,硬件设计 Hardware design,完成,13/十一月/25 7:54 下午
Remote Display PCBA生产,DC320-99,43002,子任务,CLOSED已关闭,DC320,AcuDC-320,business,Yanwen Wang,712020:8b826984-d86c-4a33-a641-251511cda1da,,Medium,完成,,,Yan Li,712020:9b0c3ba0-c41e-41b1-8cdb-da7c2fe260df,Yan Li,712020:9b0c3ba0-c41e-41b1-8cdb-da7c2fe260df,19/十月/25 10:57 下午,24/十一月/25 7:37 下午,,24/十一月/25 7:37 下午,17/十一月/25 12:00 上午,0,,,,Yan Li,,,712020:9b0c3ba0-c41e-41b1-8cdb-da7c2fe260df,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@76209da1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i03w8p:,,,,,,,,,,,,,,,,,,,,11/十一月/25 12:00 上午,,,,,,,,,,,,,,,,,,,,,,,,11679_*:*_1_*:*_3102044764_*|*_11681_*:*_1_*:*_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36585,DC320-1,硬件设计 Hardware design,完成,24/十一月/25 7:37 下午
主控工程移植： - 移植AcuDC-301工程（App）并更新部分app功能。,DC320-102,43513,子任务,CLOSED已关闭,DC320,AcuDC-320,business,Yanwen Wang,712020:8b826984-d86c-4a33-a641-251511cda1da,,Medium,完成,Peigong Wang,712020:70605205-f69c-4bea-8d5c-594fd3cbe04e,Peigong Wang,712020:70605205-f69c-4bea-8d5c-594fd3cbe04e,Peigong Wang,712020:70605205-f69c-4bea-8d5c-594fd3cbe04e,28/十月/25 3:56 上午,31/十月/25 2:52 上午,,28/十月/25 4:01 上午,31/十月/25 12:00 上午,0,,,,Peigong Wang,,,712020:70605205-f69c-4bea-8d5c-594fd3cbe04e,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@53d93cbf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i03y5d:,,,,,,,,,,,,,,,,,,,,27/十月/25 12:00 上午,,,,,,,,,,,,,,,,,,,,,,,,11679_*:*_1_*:*_271781_*|*_11681_*:*_1_*:*_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36676,DC320-24,MCU,完成,28/十月/25 4:01 上午
主控驱动修改：  - 基于修改后工程，根据电路图中资源更新*.ioc,DC320-103,43515,子任务,CLOSED已关闭,DC320,AcuDC-320,business,Yanwen Wang,712020:8b826984-d86c-4a33-a641-251511cda1da,,Medium,完成,Peigong Wang,712020:70605205-f69c-4bea-8d5c-594fd3cbe04e,Peigong Wang,712020:70605205-f69c-4bea-8d5c-594fd3cbe04e,Peigong Wang,712020:70605205-f69c-4bea-8d5c-594fd3cbe04e,28/十月/25 3:57 上午,31/十月/25 2:52 上午,,28/十月/25 4:02 上午,31/十月/25 12:00 上午,0,,,,Peigong Wang,,,712020:70605205-f69c-4bea-8d5c-594fd3cbe04e,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@2ba6bb71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i03y5l:,,,,,,,,,,,,,,,,,,,,28/十月/25 12:00 上午,,,,,,,,,,,,,,,,,,,,,,,,11679_*:*_1_*:*_284275_*|*_11681_*:*_1_*:*_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36676,DC320-24,MCU,完成,28/十月/25 4:02 上午
"主控驱动层代码开发  - 新增UART,I2C.",DC320-104,43517,子任务,CLOSED已关闭,DC320,AcuDC-320,business,Yanwen Wang,712020:8b826984-d86c-4a33-a641-251511cda1da,,Medium,完成,Peigong Wang,712020:70605205-f69c-4bea-8d5c-594fd3cbe04e,Peigong Wang,712020:70605205-f69c-4bea-8d5c-594fd3cbe04e,Peigong Wang,712020:70605205-f69c-4bea-8d5c-594fd3cbe04e,28/十月/25 3:57 上午,31/十月/25 2:52 上午,,31/十月/25 2:46 上午,31/十月/25 12:00 上午,0,,,,Peigong Wang,,,712020:70605205-f69c-4bea-8d5c-594fd3cbe04e,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@45b67e8e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i03y5t:,,,,,,,,,,,,,,,,,,,,29/十月/25 12:00 上午,,,,,,,,,,,,,,,,,,,,,,,,11679_*:*_1_*:*_254939692_*|*_11681_*:*_1_*:*_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36676,DC320-24,MCU,完成,31/十月/25 2:46 上午
主控应用层代码修改测试  - 电压，电流采样,DC320-105,43519,子任务,CLOSED已关闭,DC320,AcuDC-320,business,Yanwen Wang,712020:8b826984-d86c-4a33-a641-251511cda1da,,Medium,完成,Peigong Wang,712020:70605205-f69c-4bea-8d5c-594fd3cbe04e,Peigong Wang,712020:70605205-f69c-4bea-8d5c-594fd3cbe04e,Peigong Wang,712020:70605205-f69c-4bea-8d5c-594fd3cbe04e,28/十月/25 3:57 上午,31/十月/25 2:52 上午,,31/十月/25 2:46 上午,31/十月/25 12:00 上午,0,,,,Peigong Wang,,,712020:70605205-f69c-4bea-8d5c-594fd3cbe04e,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@4f53e622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i03y61:,,,,,,,,,,,,,,,,,,,,30/十月/25 12:00 上午,,,,,,,,,,,,,,,,,,,,,,,,11679_*:*_1_*:*_254933913_*|*_11681_*:*_1_*:*_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36676,DC320-24,MCU,完成,31/十月/25 2:46 上午
主控应用层代码开发测试  - Remote Dispay Modbus 通讯,DC320-106,43521,子任务,CLOSED已关闭,DC320,AcuDC-320,business,Yanwen Wang,712020:8b826984-d86c-4a33-a641-251511cda1da,,Medium,完成,Peigong Wang,712020:70605205-f69c-4bea-8d5c-594fd3cbe04e,Peigong Wang,712020:70605205-f69c-4bea-8d5c-594fd3cbe04e,Peigong Wang,712020:70605205-f69c-4bea-8d5c-594fd3cbe04e,28/十月/25 3:57 上午,04/十一月/25 7:25 下午,,04/十一月/25 7:25 下午,04/十一月/25 12:00 上午,0,,,,Peigong Wang,,,712020:70605205-f69c-4bea-8d5c-594fd3cbe04e,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@60a33cf0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i03y69:,,,,,,,,,,,,,,,,,,,,30/十月/25 12:00 上午,,,,,,,,,,,,,,,,,,,,,,,,11679_*:*_1_*:*_255374500_*|*_11680_*:*_1_*:*_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36676,DC320-24,MCU,完成,04/十一月/25 7:25 下午
主控应用层代码测试  - 数据完整性,DC320-107,43523,子任务,CLOSED已关闭,DC320,AcuDC-320,business,Yanwen Wang,712020:8b826984-d86c-4a33-a641-251511cda1da,,Medium,完成,Peigong Wang,712020:70605205-f69c-4bea-8d5c-594fd3cbe04e,Peigong Wang,712020:70605205-f69c-4bea-8d5c-594fd3cbe04e,Peigong Wang,712020:70605205-f69c-4bea-8d5c-594fd3cbe04e,28/十月/25 3:58 上午,07/十二月/25 7:55 下午,,07/十二月/25 7:55 下午,05/十二月/25 12:00 上午,0,,,,Peigong Wang,,,712020:70605205-f69c-4bea-8d5c-594fd3cbe04e,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@7a1eb4ac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i03y6h:,,,,,,,,,,,,,,,,,,,,01/十二月/25 12:00 上午,,,,,,,,,,,,,,,,,,,,,,,,11679_*:*_1_*:*_516206466_*|*_11680_*:*_1_*:*_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13/十一月/25 3:29 上午;712020:70605205-f69c-4bea-8d5c-594fd3cbe04e;因回版延迟，更新开始和截止日期。,"25/十一月/25 1:00 上午;712020:70605205-f69c-4bea-8d5c-594fd3cbe04e;因AcuDC-262 高优先级工作，更新开始和截止时间。

因需要给硬件测试准备初始版本，调整DC-107 和 DC-108工作顺序。",,,,36676,DC320-24,MCU,完成,07/十二月/25 7:55 下午
集成测试  - 主控 + Remote Display,DC320-108,43525,子任务,CLOSED已关闭,DC320,AcuDC-320,business,Yanwen Wang,712020:8b826984-d86c-4a33-a641-251511cda1da,,Medium,完成,Peigong Wang,712020:70605205-f69c-4bea-8d5c-594fd3cbe04e,Peigong Wang,712020:70605205-f69c-4bea-8d5c-594fd3cbe04e,Peigong Wang,712020:70605205-f69c-4bea-8d5c-594fd3cbe04e,28/十月/25 3:58 上午,28/十一月/25 1:24 上午,,28/十一月/25 1:24 上午,28/十一月/25 12:00 上午,0,,,,Peigong Wang,,,712020:70605205-f69c-4bea-8d5c-594fd3cbe04e,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@7f1ebe38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i03y6p:,,,,,,,,,,,,,,,,,,,,25/十一月/25 12:00 上午,,,,,,,,,,,,,,,,,,,,,,,,11679_*:*_1_*:*_2412021234_*|*_11680_*:*_1_*:*_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13/十一月/25 3:31 上午;712020:70605205-f69c-4bea-8d5c-594fd3cbe04e;因回版延迟，更新开始和截止时间。,25/十一月/25 12:57 上午;712020:70605205-f69c-4bea-8d5c-594fd3cbe04e;因AcuDC-262 高优先级工作，更新开始和截止时间。,,,,36676,DC320-24,MCU,完成,28/十一月/25 1:24 上午
pcb layout 评审,DC320-109,44269,任务,CLOSED已关闭,DC320,AcuDC-320,business,Yanwen Wang,712020:8b826984-d86c-4a33-a641-251511cda1da,,Medium,完成,Feng Yan,712020:1d3d4fa8-c7de-4b15-895f-81520a20fcfb,Feng Yan,712020:1d3d4fa8-c7de-4b15-895f-81520a20fcfb,Feng Yan,712020:1d3d4fa8-c7de-4b15-895f-81520a20fcfb,03/十一月/25 5:18 上午,03/十一月/25 7:38 下午,,03/十一月/25 7:38 下午,03/十一月/25 12:00 上午,0,,,,Feng Yan,,,712020:1d3d4fa8-c7de-4b15-895f-81520a20fcfb,,,pcb layout 评审;03/十一月/25 5:18 上午;b153bdfa-e3d2-48c8-b6f9-7a9c05ba6443;3600,,3600,0,3600,100%,3600,0,3600,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@2bea6daf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0406x:,,,,,,,,,,,,,,,,,,,,03/十一月/25 12:00 上午,,,,,,,,,,,,,,,,,,,,,,,,11679_*:*_1_*:*_51592933_*|*_11681_*:*_1_*:*_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,完成,03/十一月/25 7:38 下午
信号完整性测试文件与EMC测试文件编写,DC320-110,44526,任务,CLOSED已关闭,DC320,AcuDC-320,business,Yanwen Wang,712020:8b826984-d86c-4a33-a641-251511cda1da,,Medium,完成,,,Feng Yan,712020:1d3d4fa8-c7de-4b15-895f-81520a20fcfb,Feng Yan,712020:1d3d4fa8-c7de-4b15-895f-81520a20fcfb,04/十一月/25 5:08 上午,24/十一月/25 12:32 上午,,24/十一月/25 12:32 上午,07/十一月/25 12:00 上午,0,,,信号完整性测试文件与EMC测试文件编写,Feng Yan,,,712020:1d3d4fa8-c7de-4b15-895f-81520a20fcfb,,,;04/十一月/25 5:09 上午;b153bdfa-e3d2-48c8-b6f9-7a9c05ba6443;14400,,,0,14400,,,0,14400,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@41f3db6b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i04121:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11679_*:*_1_*:*_1711406831_*|*_11681_*:*_1_*:*_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,完成,24/十一月/25 12:32 上午
信号完整性测试文件与EMC测试文件编写,DC320-111,44698,任务,CLOSED已关闭,DC320,AcuDC-320,business,Yanwen Wang,712020:8b826984-d86c-4a33-a641-251511cda1da,,Medium,完成,Feng Yan,712020:1d3d4fa8-c7de-4b15-895f-81520a20fcfb,Feng Yan,712020:1d3d4fa8-c7de-4b15-895f-81520a20fcfb,Feng Yan,712020:1d3d4fa8-c7de-4b15-895f-81520a20fcfb,05/十一月/25 5:17 上午,24/十一月/25 12:32 上午,,24/十一月/25 12:32 上午,,0,,,信号完整性测试文件与EMC测试文件编写,Feng Yan,,,712020:1d3d4fa8-c7de-4b15-895f-81520a20fcfb,,,;05/十一月/25 5:18 上午;b153bdfa-e3d2-48c8-b6f9-7a9c05ba6443;14400,,,0,14400,,,0,14400,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@5100e99d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i041n5:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11679_*:*_1_*:*_1624479721_*|*_11681_*:*_1_*:*_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,完成,24/十一月/25 12:32 上午
结构变更对布线、UL的影响评估,DC320-112,44853,任务,CLOSED已关闭,DC320,AcuDC-320,business,Yanwen Wang,712020:8b826984-d86c-4a33-a641-251511cda1da,,Medium,完成,Feng Yan,712020:1d3d4fa8-c7de-4b15-895f-81520a20fcfb,Feng Yan,712020:1d3d4fa8-c7de-4b15-895f-81520a20fcfb,Feng Yan,712020:1d3d4fa8-c7de-4b15-895f-81520a20fcfb,06/十一月/25 4:54 上午,10/十一月/25 1:08 上午,,10/十一月/25 1:08 上午,07/十一月/25 12:00 上午,0,,结构变更对布线、UL的影响评估,,Feng Yan,,,712020:1d3d4fa8-c7de-4b15-895f-81520a20fcfb,,,;06/十一月/25 4:54 上午;b153bdfa-e3d2-48c8-b6f9-7a9c05ba6443;14400,;06/十一月/25 4:56 上午;b153bdfa-e3d2-48c8-b6f9-7a9c05ba6443;14400,,0,28800,,,0,28800,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@15116b45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i041zl:,,,,,,,,,,,,,,,,,,,,06/十一月/25 12:00 上午,,,,,,,,,,,,,,,,,,,,,,,,11679_*:*_1_*:*_332060093_*|*_11681_*:*_1_*:*_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,完成,10/十一月/25 1:08 上午
FCT ICT测试工装,DC320-113,45406,任务,CREATED已创建,DC320,AcuDC-320,business,Yanwen Wang,712020:8b826984-d86c-4a33-a641-251511cda1da,,Medium,,Yungang Yang,712020:289e4776-e029-4821-bebc-ed6c96b9fca7,Yanwen Wang,712020:8b826984-d86c-4a33-a641-251511cda1da,Yanwen Wang,712020:8b826984-d86c-4a33-a641-251511cda1da,12/十一月/25 10:37 下午,12/十一月/25 10:37 下午,,,,0,,,,Yanwen Wang,,,712020:8b826984-d86c-4a33-a641-251511cda1da,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@2f277fa1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0442j:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,待办,12/十一月/25 10:37 下午
厂商技术支持，试用并验收ICT/FCT测试工装。,DC320-118,45433,子任务,CREATED已创建,DC320,AcuDC-320,business,Yanwen Wang,712020:8b826984-d86c-4a33-a641-251511cda1da,,Medium,,,,Yungang Yang,712020:289e4776-e029-4821-bebc-ed6c96b9fca7,Yungang Yang,712020:289e4776-e029-4821-bebc-ed6c96b9fca7,13/十一月/25 5:02 上午,13/十一月/25 5:11 上午,,,,0,,,,Yungang Yang,,,712020:289e4776-e029-4821-bebc-ed6c96b9fca7,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@1805582a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0442j:i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45406,DC320-113,FCT ICT测试工装,待办,13/十一月/25 5:02 上午
提供定版PCBA资料，验证过Boot的样机，空PCB给厂商制作工装,DC320-117,45432,子任务,CREATED已创建,DC320,AcuDC-320,business,Yanwen Wang,712020:8b826984-d86c-4a33-a641-251511cda1da,,Medium,,,,Yungang Yang,712020:289e4776-e029-4821-bebc-ed6c96b9fca7,Yungang Yang,712020:289e4776-e029-4821-bebc-ed6c96b9fca7,13/十一月/25 5:00 上午,13/十一月/25 5:09 上午,,,,0,,,,Yungang Yang,,,712020:289e4776-e029-4821-bebc-ed6c96b9fca7,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@7d1aef3a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0442k:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45406,DC320-113,FCT ICT测试工装,待办,13/十一月/25 5:00 上午
"依据工装技术要求，请采购找供应商提供方案和报价,供应商答疑",DC320-116,45431,子任务,CREATED已创建,DC320,AcuDC-320,business,Yanwen Wang,712020:8b826984-d86c-4a33-a641-251511cda1da,,Medium,,,,Yungang Yang,712020:289e4776-e029-4821-bebc-ed6c96b9fca7,Yungang Yang,712020:289e4776-e029-4821-bebc-ed6c96b9fca7,13/十一月/25 4:56 上午,13/十一月/25 5:07 上午,,,,0,,,,Yungang Yang,,,712020:289e4776-e029-4821-bebc-ed6c96b9fca7,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@2463acf0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0442l:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45406,DC320-113,FCT ICT测试工装,待办,13/十一月/25 4:56 上午
